work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Id
2022,SE,FT,Machine Learning Software Engineer,183600,USD,183600,CA,100,CA,M,DSS-01865
2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M,DSS-01866
2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M,DSS-01867
2022,EN,FT,Machine Learning Developer,40000,USD,40000,PK,100,AU,M,DSS-01868
2022,SE,FT,Lead Data Scientist,4460000,INR,56723,IN,0,IN,L,DSS-01869
2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-01870
2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,DSS-01871
2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,DSS-01872
2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,DSS-01873
2022,EN,FT,Data Science Consultant,23000,EUR,24165,IT,50,IT,M,DSS-01874
2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M,DSS-01875
2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M,DSS-01876
2022,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M,DSS-01877
2022,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M,DSS-01878
2022,SE,FT,Data Analyst,149000,USD,149000,US,100,US,M,DSS-01879
2022,SE,FT,Data Analyst,119000,USD,119000,US,100,US,M,DSS-01880
2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,DSS-01881
2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,DSS-01882
2022,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M,DSS-01883
2022,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M,DSS-01884
2022,SE,FT,Machine Learning Engineer,246000,USD,246000,US,100,US,M,DSS-01885
2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,100,US,M,DSS-01886
2022,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,DSS-01887
2022,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,DSS-01888
2022,SE,FT,ML Engineer,235000,USD,235000,US,100,US,M,DSS-01889
2022,SE,FT,ML Engineer,185000,USD,185000,US,100,US,M,DSS-01890
2022,SE,FT,Cloud Database Engineer,190000,USD,190000,US,100,US,M,DSS-01891
2022,SE,FT,Cloud Database Engineer,160000,USD,160000,US,100,US,M,DSS-01892
2022,EN,FT,Product Data Analyst,100000,USD,100000,US,100,US,M,DSS-01893
2022,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,DSS-01894
2022,MI,FT,Data Engineer,115000,USD,115000,US,0,US,M,DSS-01895
2022,MI,FT,Data Scientist,75000,GBP,92350,GB,0,GB,M,DSS-01896
2022,MI,FT,Data Scientist,55000,GBP,67723,GB,0,GB,M,DSS-01897
2022,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M,DSS-01898
2022,MI,FT,Data Engineer,70000,USD,70000,US,0,US,M,DSS-01899
2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,DSS-01900
2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,DSS-01901
2022,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M,DSS-01902
2022,SE,FT,Machine Learning Engineer,164000,USD,164000,US,100,US,M,DSS-01903
2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M,DSS-01904
2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M,DSS-01905
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,DSS-01906
2022,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M,DSS-01907
2022,SE,FT,Data Science Manager,175000,USD,175000,US,0,US,M,DSS-01908
2022,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,M,DSS-01909
2022,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M,DSS-01910
2022,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M,DSS-01911
2022,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M,DSS-01912
2022,MI,FT,Data Analyst,60000,USD,60000,US,100,US,M,DSS-01913
2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,DSS-01914
2022,SE,FT,Applied Scientist,142000,USD,142000,US,100,US,M,DSS-01915
2022,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M,DSS-01916
2022,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M,DSS-01917
2022,EN,FT,Machine Learning Software Engineer,10000,USD,10000,MA,50,MA,S,DSS-01918
2022,MI,FT,Data Scientist,2500000,INR,31795,IN,100,US,M,DSS-01919
2022,MI,FT,NLP Engineer,198000,PLN,44365,PL,100,PL,S,DSS-01920
2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M,DSS-01921
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-01922
2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M,DSS-01923
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-01924
2022,EX,FT,Data Engineer,200000,USD,200000,US,0,US,M,DSS-01925
2022,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M,DSS-01926
2022,MI,FT,Data Engineer,75000,GBP,92350,GB,100,GB,M,DSS-01927
2022,MI,FT,Data Engineer,60000,GBP,73880,GB,100,GB,M,DSS-01928
2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,DSS-01929
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,DSS-01930
2022,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M,DSS-01931
2022,SE,FT,Applied Scientist,164000,USD,164000,US,100,US,M,DSS-01932
2022,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,DSS-01933
2022,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,DSS-01934
2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,DSS-01935
2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,DSS-01936
2022,SE,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M,DSS-01937
2022,SE,FT,Machine Learning Engineer,135000,USD,135000,US,0,US,M,DSS-01938
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,DSS-01939
2022,SE,FT,Data Engineer,78000,USD,78000,US,0,US,M,DSS-01940
2022,SE,FT,Data Engineer,70000,EUR,73546,ES,0,ES,M,DSS-01941
2022,SE,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M,DSS-01942
2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M,DSS-01943
2022,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M,DSS-01944
2022,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,DSS-01945
2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,DSS-01946
2022,MI,FT,Data Engineer,2800000,INR,35610,IN,50,IN,L,DSS-01947
2022,SE,FT,AI Scientist,125000,USD,125000,CO,100,CO,L,DSS-01948
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-01949
2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,DSS-01950
2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,DSS-01951
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,DSS-01952
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,DSS-01953
2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,DSS-01954
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,DSS-01955
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,DSS-01956
2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,DSS-01957
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,DSS-01958
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-01959
2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,DSS-01960
2022,SE,FT,Research Engineer,249500,USD,249500,US,0,US,M,DSS-01961
2022,SE,FT,Research Engineer,149850,USD,149850,US,0,US,M,DSS-01962
2022,MI,FT,Analytics Engineer,122500,USD,122500,US,100,US,M,DSS-01963
2022,MI,FT,Analytics Engineer,100000,USD,100000,US,100,US,M,DSS-01964
2022,SE,FT,Data Scientist,249500,USD,249500,US,0,US,M,DSS-01965
2022,SE,FT,Data Scientist,149850,USD,149850,US,0,US,M,DSS-01966
2022,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M,DSS-01967
2022,EN,FT,Data Analyst,48000,USD,48000,US,0,US,M,DSS-01968
2022,SE,FT,Research Scientist,249500,USD,249500,US,0,US,M,DSS-01969
2022,SE,FT,Research Scientist,149850,USD,149850,US,0,US,M,DSS-01970
2022,MI,FT,Computer Vision Engineer,56000,EUR,58837,FR,100,FR,S,DSS-01971
2022,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M,DSS-01972
2022,SE,FT,Data Engineer,120000,USD,120000,US,100,US,M,DSS-01973
2022,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M,DSS-01974
2022,SE,FT,Data Analyst,104000,USD,104000,US,100,US,M,DSS-01975
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,DSS-01976
2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M,DSS-01977
2022,SE,FT,Machine Learning Engineer,210000,USD,210000,US,100,US,M,DSS-01978
2022,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,DSS-01979
2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,DSS-01980
2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,DSS-01981
2022,SE,FT,Data Scientist,182750,USD,182750,US,100,US,M,DSS-01982
2022,SE,FT,Data Scientist,161500,USD,161500,US,100,US,M,DSS-01983
2022,MI,FT,Data Analyst,102640,USD,102640,US,100,US,M,DSS-01984
2022,MI,FT,Data Analyst,66100,USD,66100,US,100,US,M,DSS-01985
2022,SE,FT,Research Scientist,210000,USD,210000,US,100,US,M,DSS-01986
2022,SE,FT,Research Scientist,150000,USD,150000,US,100,US,M,DSS-01987
2022,SE,FT,Data Engineer,198800,USD,198800,US,0,US,M,DSS-01988
2022,SE,FT,Data Engineer,122600,USD,122600,US,0,US,M,DSS-01989
2022,MI,FT,Data Engineer,130000,USD,130000,US,100,US,M,DSS-01990
2022,MI,FT,Data Engineer,80000,USD,80000,US,100,US,M,DSS-01991
2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M,DSS-01992
2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M,DSS-01993
2022,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M,DSS-01994
2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M,DSS-01995
2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,DSS-01996
2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,DSS-01997
2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M,DSS-01998
2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M,DSS-01999
2022,EX,FT,Data Scientist,159000,USD,159000,US,100,US,M,DSS-02000
2022,EX,FT,Data Scientist,130000,USD,130000,US,100,US,M,DSS-02001
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,DSS-02002
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,DSS-02003
2022,SE,FT,Data Engineer,215000,USD,215000,US,100,US,M,DSS-02004
2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,DSS-02005
2022,SE,FT,Machine Learning Engineer,246000,USD,246000,US,100,US,M,DSS-02006
2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,100,US,M,DSS-02007
2022,MI,FT,Data Engineer,187000,USD,187000,US,100,US,M,DSS-02008
2022,MI,FT,Data Engineer,153000,USD,153000,US,100,US,M,DSS-02009
2022,SE,FT,Machine Learning Engineer,255000,USD,255000,MX,100,MX,M,DSS-02010
2022,SE,FT,Machine Learning Engineer,185000,USD,185000,MX,100,MX,M,DSS-02011
2022,MI,FT,Data Analyst,350000,GBP,430967,GB,0,GB,M,DSS-02012
2022,MI,FT,Data Analyst,45000,GBP,55410,GB,0,GB,M,DSS-02013
2022,SE,FT,Data Analyst,48000,EUR,50432,ES,0,ES,M,DSS-02014
2022,SE,FT,Data Analyst,38000,EUR,39925,ES,0,ES,M,DSS-02015
2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,DSS-02016
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,DSS-02017
2022,EN,FT,BI Data Analyst,58000,EUR,60938,DE,0,DE,L,DSS-02018
2022,SE,FT,BI Developer,140000,USD,140000,US,100,US,M,DSS-02019
2022,SE,FT,BI Developer,120000,USD,120000,US,100,US,M,DSS-02020
2022,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M,DSS-02021
2022,MI,FT,Data Analyst,60000,USD,60000,US,100,US,M,DSS-02022
2022,SE,FT,3D Computer Vision Researcher,10000,USD,10000,CA,50,AL,S,DSS-02023
2022,EN,FT,Data Analyst,50000,USD,50000,US,50,US,L,DSS-02024
2022,MI,FT,MLOps Engineer,134000,USD,134000,US,100,US,M,DSS-02025
2022,MI,FT,MLOps Engineer,124000,USD,124000,US,100,US,M,DSS-02026
2022,SE,FT,Data Analyst,166700,USD,166700,US,0,US,M,DSS-02027
2022,SE,FT,Data Analyst,119000,USD,119000,US,0,US,M,DSS-02028
2022,EN,FT,Data Scientist,124234,USD,124234,US,0,US,M,DSS-02029
2022,EN,FT,Data Scientist,74540,USD,74540,US,0,US,M,DSS-02030
2022,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M,DSS-02031
2022,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M,DSS-02032
2021,MI,FT,Data Analyst,1250000,INR,16904,IN,50,IN,L,DSS-02033
2022,EN,FT,AI Scientist,200000,USD,200000,CA,50,CA,L,DSS-02034
2022,EN,FT,Machine Learning Engineer,12000,USD,12000,AR,100,AR,L,DSS-02035
2022,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M,DSS-02036
2022,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M,DSS-02037
2022,SE,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M,DSS-02038
2022,SE,FT,Data Engineer,35000,EUR,36773,ES,0,ES,M,DSS-02039
2022,SE,FT,Data Specialist,110000,USD,110000,US,0,US,M,DSS-02040
2022,SE,FT,Data Specialist,70000,USD,70000,US,0,US,M,DSS-02041
2022,EN,FT,Data Analyst,50000,USD,50000,US,50,US,L,DSS-02042
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-02043
2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,DSS-02044
2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,DSS-02045
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,DSS-02046
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,DSS-02047
2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,DSS-02048
2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M,DSS-02049
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M,DSS-02050
2022,SE,FT,Data Scientist,128000,USD,128000,US,0,US,M,DSS-02051
2022,SE,FT,Data Scientist,81500,USD,81500,US,0,US,M,DSS-02052
2022,SE,FT,Data Scientist,173000,USD,173000,US,100,US,M,DSS-02053
2022,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,DSS-02054
2022,SE,FT,Machine Learning Engineer,192000,USD,192000,US,0,US,M,DSS-02055
2022,SE,FT,Machine Learning Engineer,120000,USD,120000,US,0,US,M,DSS-02056
2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,DSS-02057
2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,DSS-02058
2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,DSS-02059
2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,DSS-02060
2022,SE,FT,Principal Machine Learning Engineer,190000,USD,190000,US,100,US,L,DSS-02061
2022,SE,FT,Data Engineer,194000,USD,194000,US,100,US,M,DSS-02062
2022,SE,FT,Data Engineer,129400,USD,129400,US,100,US,M,DSS-02063
2022,SE,FT,Data Analyst,201000,USD,201000,US,100,US,M,DSS-02064
2022,SE,FT,Data Analyst,89200,USD,89200,US,100,US,M,DSS-02065
2022,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M,DSS-02066
2022,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M,DSS-02067
2022,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M,DSS-02068
2022,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M,DSS-02069
2022,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M,DSS-02070
2022,MI,FT,Machine Learning Engineer,90000,USD,90000,US,0,US,M,DSS-02071
2022,MI,FT,Machine Learning Researcher,150000,USD,150000,US,100,US,M,DSS-02072
2022,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M,DSS-02073
2022,MI,FT,Machine Learning Engineer,230000,USD,230000,US,0,US,M,DSS-02074
2022,MI,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M,DSS-02075
2022,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,DSS-02076
2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,DSS-02077
2022,MI,FT,Machine Learning Researcher,130000,USD,130000,US,100,US,M,DSS-02078
2022,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M,DSS-02079
2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M,DSS-02080
2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M,DSS-02081
2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M,DSS-02082
2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M,DSS-02083
2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,DSS-02084
2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,DSS-02085
2022,SE,FT,Data Analyst,192500,USD,192500,US,100,US,M,DSS-02086
2022,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M,DSS-02087
2022,SE,FT,Data Engineer,152500,USD,152500,US,0,US,M,DSS-02088
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,DSS-02089
2022,SE,FT,Data Analyst,65000,USD,65000,US,100,US,M,DSS-02090
2022,SE,FT,Data Analyst,55000,USD,55000,US,100,US,M,DSS-02091
2022,SE,FT,Data Engineer,178750,USD,178750,US,0,US,M,DSS-02092
2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,DSS-02093
2022,MI,FT,Data Scientist,60000,EUR,63040,FR,100,FR,M,DSS-02094
2022,MI,FT,Data Scientist,50000,EUR,52533,FR,100,FR,M,DSS-02095
2022,MI,FT,Machine Learning Scientist,165000,USD,165000,US,0,US,M,DSS-02096
2022,MI,FT,Machine Learning Scientist,135000,USD,135000,US,0,US,M,DSS-02097
2022,SE,FT,Analytics Engineer,170000,USD,170000,US,100,US,M,DSS-02098
2022,SE,FT,Analytics Engineer,125000,USD,125000,US,100,US,M,DSS-02099
2022,SE,FT,Data Engineer,105000,USD,105000,US,0,US,M,DSS-02100
2022,SE,FT,Data Engineer,70000,USD,70000,US,0,US,M,DSS-02101
2022,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M,DSS-02102
2022,SE,FT,Data Scientist,95000,USD,95000,US,0,US,M,DSS-02103
2022,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M,DSS-02104
2022,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M,DSS-02105
2022,SE,FT,Data Engineer,197430,USD,197430,US,100,US,M,DSS-02106
2022,SE,FT,Data Engineer,134760,USD,134760,US,100,US,M,DSS-02107
2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M,DSS-02108
2022,SE,FT,Data Engineer,197000,USD,197000,US,0,US,M,DSS-02109
2022,SE,FT,Data Engineer,99000,USD,99000,US,0,US,M,DSS-02110
2022,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M,DSS-02111
2022,SE,FT,Data Engineer,162000,USD,162000,US,100,US,M,DSS-02112
2022,MI,FT,Data Engineer,105120,EUR,110446,LT,0,LT,M,DSS-02113
2022,MI,FT,Data Engineer,75360,EUR,79178,LT,0,LT,M,DSS-02114
2022,MI,FT,Data Science Consultant,57000,GBP,70186,GB,0,GB,M,DSS-02115
2022,MI,FT,Data Science Consultant,42000,GBP,51716,GB,0,GB,M,DSS-02116
2022,SE,FT,Data Architect,149040,USD,149040,US,100,US,M,DSS-02117
2022,SE,FT,Data Architect,113900,USD,113900,US,100,US,M,DSS-02118
2020,MI,FT,Business Data Analyst,95000,USD,95000,US,0,US,M,DSS-02119
2021,SE,FT,Data Analyst,115000,USD,115000,US,100,US,S,DSS-02120
2022,SE,FT,Data Analyst,171000,USD,171000,US,100,AU,L,DSS-02121
2022,EN,FT,Data Analytics Engineer,13000,USD,13000,AR,100,AR,S,DSS-02122
2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,DSS-02123
2022,SE,FT,Data Engineer,78000,USD,78000,US,0,US,M,DSS-02124
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-02125
2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,DSS-02126
2022,SE,FT,Data Specialist,110000,USD,110000,US,0,US,M,DSS-02127
2022,SE,FT,Data Specialist,70000,USD,70000,US,0,US,M,DSS-02128
2022,EN,FL,Data Analytics Consultant,50000,USD,50000,BE,100,US,S,DSS-02129
2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,DSS-02130
2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,DSS-02131
2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,DSS-02132
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,DSS-02133
2022,SE,FT,Data Engineer,230000,USD,230000,US,100,US,M,DSS-02134
2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,M,DSS-02135
2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,DSS-02136
2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,DSS-02137
2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M,DSS-02138
2022,MI,FT,Data Engineer,75000,USD,75000,US,100,US,M,DSS-02139
2022,SE,FT,Data Scientist,45000,EUR,47280,ES,0,ES,M,DSS-02140
2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M,DSS-02141
2022,SE,FT,Data Engineer,213000,USD,213000,US,0,US,M,DSS-02142
2022,SE,FT,Data Engineer,152000,USD,152000,US,0,US,M,DSS-02143
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,DSS-02144
2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,M,DSS-02145
2022,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M,DSS-02146
2022,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M,DSS-02147
2022,SE,FT,Machine Learning Software Engineer,227200,USD,227200,CA,100,CA,M,DSS-02148
2022,SE,FT,Machine Learning Software Engineer,168000,USD,168000,CA,100,CA,M,DSS-02149
2021,EN,FT,3D Computer Vision Researcher,20000,USD,20000,AS,0,AS,M,DSS-02150
2022,MI,FT,Data Scientist,61000,EUR,64090,DE,0,DE,M,DSS-02151
2022,MI,FT,Data Scientist,58000,EUR,60938,DE,0,DE,M,DSS-02152
2022,SE,FT,ML Engineer,243000,USD,243000,US,100,US,M,DSS-02153
2022,SE,FT,ML Engineer,183000,USD,183000,US,100,US,M,DSS-02154
2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M,DSS-02155
2022,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,DSS-02156
2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M,DSS-02157
2022,MI,FT,Data Scientist,90000,USD,90000,US,100,US,M,DSS-02158
2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M,DSS-02159
2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M,DSS-02160
2022,SE,FT,Data Engineer,178000,USD,178000,CA,0,CA,M,DSS-02161
2022,SE,FT,Data Engineer,132000,USD,132000,CA,0,CA,M,DSS-02162
2022,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M,DSS-02163
2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,DSS-02164
2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,DSS-02165
2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,DSS-02166
2022,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M,DSS-02167
2022,SE,FT,Data Analyst,96000,USD,96000,US,100,US,M,DSS-02168
2022,SE,FT,Data Analyst,75000,GBP,92350,GB,0,GB,M,DSS-02169
2022,SE,FT,Data Analyst,57000,GBP,70186,GB,0,GB,M,DSS-02170
2022,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M,DSS-02171
2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,DSS-02172
2022,MI,FT,Machine Learning Researcher,137000,CAD,105236,CA,50,CA,L,DSS-02173
2022,SE,FT,Data Engineer,194000,USD,194000,US,100,US,M,DSS-02174
2022,SE,FT,Data Engineer,129400,USD,129400,US,100,US,M,DSS-02175
2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M,DSS-02176
2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M,DSS-02177
2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,DSS-02178
2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,DSS-02179
2022,EN,FT,Machine Learning Engineer,189750,USD,189750,US,0,US,M,DSS-02180
2022,EN,FT,Machine Learning Engineer,140250,USD,140250,US,0,US,M,DSS-02181
2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M,DSS-02182
2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,DSS-02183
2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M,DSS-02184
2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M,DSS-02185
2022,SE,FT,Research Engineer,250000,USD,250000,US,0,US,M,DSS-02186
2022,SE,FT,Research Engineer,150000,USD,150000,US,0,US,M,DSS-02187
2022,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M,DSS-02188
2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M,DSS-02189
2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,DSS-02190
2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-02191
2022,SE,FT,Machine Learning Engineer,110000,EUR,115573,FR,100,FR,M,DSS-02192
2022,SE,FT,Machine Learning Engineer,70000,EUR,73546,FR,100,FR,M,DSS-02193
2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,DSS-02194
2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,DSS-02195
2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,DSS-02196
2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,DSS-02197
2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,DSS-02198
2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,DSS-02199
2022,SE,FT,Data Engineer,65000,EUR,68293,ES,0,ES,M,DSS-02200
2022,SE,FT,Data Engineer,40000,EUR,42026,ES,0,ES,M,DSS-02201
2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M,DSS-02202
